text;topics;sentiments;date;rating;source;id;author;title;product_category;sentiment
Добрый день всем, я тоже повелась на 25 процентов кэшбэка, плюс на 1000 руб, плюс на 1000 рублей на валбрис. Итог нечего вообще, кроме 2 процентов на все виды трат, но при выводе 1 бал равняет 0.8 Рублю, в другом банке я получала кэш около 2 тыс за потраченное кол во денег, тут 400 руб. По валбрису сказали обращайтесь к организатору акции, к какому организатору я должна обращаться, если предложил это Газпромбанк. Вообщем данный банк не кому не рекомендую, не видитесь, нечего не начислят;;;25.07.2024;2;sravni.ru;20627;Елена None;Дебетовая карта и кэш;Повседневные финансы и платежи;positive
"При заключении контракта с министерством обороны выдали зарплатную карту Газпромбанка, но банк не привязал мой номер телефона к ней как основной, хотя я его указывал, сейчас находясь на СВО не могу перевести деньги семье из-за того что банк требует прийти в офис с паспортом, хотя в службе поддержки могут идентифицировать меня как своего клиента по ФИО, кодовому слову, и т. Д.
На многочисленные обращения приходит ответ от робота с просьбой прийти в отделение банка. Из окопа приехать не могу уж извините. Семья до окончания СВО будет сидеть без денег. Отвратительное отношение, из-за ошибок банка и его работников создаются абсолютно глупые и абсурдные ситуации.";;;23.07.2024;1;sravni.ru;20628;Александр Данилкин;Банковский сотрудник не привязал номер телефона, нет возможности переводов и входа в онлайн банк.;Повседневные финансы и платежи;negative
"Газпром \*\*\*\*\*и безпредельщики нарушающие указ президента об обращении граждан. Газпром Банк \*\*\*\*\* деньги 300.000, Которые отправили мне в отделении в Люблино, лохатронная шарашка!

Не знаю работник банка или их система, но до сих пор я не получил не то что деньги, 300 т. Р. , Но и официального ответа, мерзавцы.

Всем безразлично!

У человека закончился депозит и закрывая накопительный счёт девушка в офисе в Москве в люблино помогала делать перевод, вместо того что бы закрыть депозит и отдать наличность, развела как циганка товарища, что бы открыл счет для перевода, но \*\*\*\*\*это не выгодно не брать нал их девиз, а сделать перевод сумма тоже ведь не маленькая 300,000₽!

С того дня так ни чего и не поступило 300 т. Р. , Прошло два месяца! На мой счёт, было два обращения в Газпромбанк, ответа нет больше месяца! Кошмар, госбанк \*\*\*\*\* деньги среди бела дня!

Не советую пользоваться этим банком.

Да здравствует заявление в прокуратуру и банк России.";;;21.07.2024;1;sravni.ru;20629;Герасимов александр None;Газпром ***** и нарушители закона;Повседневные финансы и платежи - Ведение валютных счетов;positive
"13 апреля решил заехать в Газпромбанк обменять валюту для отпуска заграницу и стоя в очереди увидел букетик с чудными условиями, оформляешь карту, кладешь деньги, у тебя списывают 5000 и через 3 месяца их возвращают, а ещё она бесплатная! Чудно, подумал я и подошёл к девочке на стойке с вопросами по карте. Она посмотрела на буклетик и убежала восвояси уточнять данное предложение. Вернувшись, она озвучила ещё лучшую новость, нкснижаемый остаток в течение 3х месяцев должен быть 10000, всего то! И тут же выдала мне талончик к специалисту.

Собственно проблемы начались уже на этом этапе, специалист был не компетентный от слова совсем, ну да ладно подумал я, подписал все бумажки, обменял валюту, закинул 15000 на карту и счастливый умчал в отпуск. 15 Апреля 5000 списали, отсчёт пошел.

И так, сегодня 15 июля, день икс. Захожу проверить счёт, а там 9901р. Хм, интересно, пишем в поддержку что за дела.

Оказывается очередная замануха, банк включает вам с третьего месяца 99 рублей комиссию за уведомления и сообщает что неснижаемый остаток должен быть 50к и вы наш дорогой клиент идите лесом. А у меня между прочим всё это время и по сей день открыт у них вклад на 300к, но видимо они считают что провели очередного клиента, подняли 5к, ещё и план по картам выполнили.

А теперь уважаемые представители Газпромбанка, прошу разобраться в сложившейся ситуации, если надо ищите видеозаписи с отделения, связывайтесь со мной, но попробуйте доказать что я не прав. Бремя опровержения на вашей стороне.";;;18.07.2024;2;sravni.ru;20630;Андрей Пахалков;Карта Unionpay;Повседневные финансы и платежи;negative
"Всё оформил он-лайн. Курьер привёз карту и договор, в договоре отсутствует мой телефон и соответственно активировать ни чего нельзя и нужно ехать в офис.
Вопрос к менеджменту: зачем тогда эти пляски с он-лайн оформлением, если потом нужно ехать в офис?
Я ценю своё время. Вернул курьеру всё и распрощался.
Видимио Боженька уберёг.";;;15.07.2024;1;sravni.ru;20631;Андрей None;Косяки на старте!;Другое;positive
5 лет назад закрыл счет в Тобольском филиале. Год назад, благодаря налоговой, узнал, что счет не закрыт. 3 Месяца и 2 похода в офис в Новосибирске потратил на то, чтобы счет, все-таки, закрыли. В субботу 13.07.2024 Открыл счет, чтобы в этот же день открыть вклад. Активировать банковскую карту не смог, так как СМС на номер телефона не приходят, по причине того, что в архиве банка не дезактивирован телефон 5-летней давности, зато реклама от ГПБ пришла очень быстро. Техподдержка не смогла помочь. В понедельник 15.07.2024 В офисе не смогли решить проблему — предложили оформить заявку и ждать. Ждать банк будет — не я. Договор, которому не более 1-них рабочих суток расторгнут. Не нужен мне такой банк. Проблема не в филиале — сотрудники отработали без нареканий, проблема системная и программная, так как, не зависит от филиалов. Сам в ГПБ не обращусь, и других, кого смогу, отговорю. Не нужны этому банку клиенты.;;;15.07.2024;1;sravni.ru;20632;Александр None;Забегаловка;Повседневные финансы и платежи - Ведение валютных счетов;negative
"Более 7 лет работаю с ГПб и более отвратительного обслуживания, в части зарплатного проекта, никогда не встречала.

Понимаю прекрасно, что наши 300 человек на зарплатном проекте ничто в сравнении с тем, какой Газпромбанк крутой.

1. Регулярно теряются передаваемые в банк документы. То допофис потерял, то отдел по выпуску карт не видит в 3х листах нужного им документа, хотя, я знаю, что оно там есть, я сама эти документы готовлю. Апофеозом было, когда я писала банку, что все запрашиваемые документы предоставлены, просто, в связи с экономией бумаги, копии документов сделаны с двух сторон одного листа.
2. Перевыпуск карт осуществляется по месяцу иногда и по полтора месяца. (Хотя вру, был рекорд — 2,5 месяца на перевыпуск одной единственной карты). Если в банке не смогли прочитать какой-то документ, то никто не запрашивает у клиента дополнительную информацию, всё просто откладывается в долгий ящик и начинается процесс ожидания, когда клиент сам догадается, что банку чего-то не хватает.
3. Регулярно нам, как работодателю и клиенту, задаются вопросы про наших сотрудников такого свойства, что у меня встают волосы дыбом. В 2018 м году, например, банк учил меня, специалиста с 15летним стажем в миграционном учёте, как нужно продлить миграционную карту. Сегодня мне прилетел вопрос: по какому региону наш сотрудник платит обязательные ежемесячные платежи по патенту, ведь в Тульской области они должны быть 8300. А открыть патент и посмотреть регион выдачи, видимо религия запрещает (ведь патент вместе с чеками передан в банк) Я читаю эти ответы, и у меня вопрос, а банку какая в принципе разница какой регион? Дополнительный вопрос: а почему банк не запрашивает сколько раз наши сотрудники обедают, сколько по времени спят? Хотя вряд ли банк это интересует, в прошлом году банк сам решил доставить карту нашему сотруднику, инвалиду по слуху (проще говоря, глухонемому), и так как сотрудник по причине того что он глухой и немой не отвечает на телефон, банк передал карту в офис в центр города и она там месяц лежала.
4. В почте ответа не дождаться, иногда в банк можно писать один и тот же вопрос неделями, и получить ответ: мы работаем над Вашим вопросом, или мы запросили информацию у коллег. А запросили, простите, как? На бересте написали и гонцом отправили?

Ни один банк в этой стране так не работает. Надеюсь «процветать» этот банк будет долго.";;;11.07.2024;1;sravni.ru;20633;Вероника None;Ужас в части обслуживания заправлтного проекта;Повседневные финансы и платежи - Дебетовые карты;positive
"Оформил 06.06.2024 Дебетовую карту UnionPay Газпромбанка для поездки в ОАЭ. Сразу оговорюсь, что проблем с оплатой там не было. Но возникла проблема с кэшбэком, который банк анонсировал на своем сайте (1% за покупки за рубежом). Не дождавшись бонусов, 09.07.2024 Задал соответствующий вопрос в чате банка. Сотрудник мне пояснила, что акция с кэшбэком закончилась 05.06.2024. При этом возможность его получения до сих пор отражена на сайте. Более того, в телеграмм-канале Газпромбанка 14.06.2024 Имеется пост о возможности оформления указанной карты, на которую начисляется кэшбэк при покупке за границей.
Это мой первый опыт общения с Газпромбанком. Но блин оказался каким-то скомканным. Либо недорабатывают сотрудники, отвечающие за наполнение сайта и телеграмм-канала и не следящие за изменением условий предоставления банковских продуктов, либо попался неквалифицированный специалист в чате. В любом случае остался негативный осадок.";;;09.07.2024;2;sravni.ru;20634;Пользователь None;Проблема с кэшбэком;Повседневные финансы и платежи - Дебетовые карты;neutral
"Не стоит связываться с Газпромбанк и вот почему:

1. Заказал карту UnioinPay для оплаты зарубежного сервиса.

Итог: карту не приняли.

1. При оформлении заявки убрал галочку о кредитке.

Итог: кредитку все рано привезли. Представитель сказал, что если откажусь от кредитной карты, дебетовую карту не дадут.

1. Взяли комиссию 3 490₽ за обслуживание кредитной карты, которой не пользовался.

Итог: Пришлось активировать, чтобы погасить задолженность, жду когда смогу закрыть карту.

1. В договоре отсутствует информация о комисси или выпуске за 3 490₽, информацию можно найти только после активации карты в тарифах, в которых написано — «первый год, плата не взымается», выпуск также бесплатный. Итог: — 3 490₽

Вывод: Банку нельзя доверять. Рекомендую выбирать другие.";;;09.07.2024;1;sravni.ru;20635;Дмитрий Папушин None;Неработающий UnionPay или как банк наживается за счет о***** клиентов;Другое;neutral
Получил карту Юнион Рэй за 2000₽. Банк обещает карту за 0 рублей на сайте. По факту платишь 5000₽, выполняешь условия, получаешь их обратно. Условия выполнил, вернули 3000₽. Написал обращение, прошло больше двух месяцев, ответа нет. Пользуюсь разными банками давно, такой «лояльности» к клиентам ещё не встречал.;;;09.07.2024;3;sravni.ru;20636;Александр Гудков;Умная карта Юнион Рэй за 2000₽;Повседневные финансы и платежи;positive
При досрочном погашении кредита банк не учел погашенную сумму процентов в следующем платеже, т. Е. Не уменьшил его. Кто досрочно гасил кредит, тот поймет. Первый раз написали обращение 27 февраля 2024 года. В отделении банка в очереди простояли 2 часа! Каждые две недели присылали смски — рассмотрение в течение двух недель и так далее. В результате обращение потеряли. В июне написали еще три обращения. Все продолжилось в том же духе. Каждые две недели смски. По факту в банке обращения числятся закрытыми. Как общаться с этим банком — непонятно. Никто ни за что не отвечает. Не рекомендую — работники банка не компетентны, исправлять свои ошибки или хотя бы дать объяснения не утруждаются. В течение получасового общения с оператором банка по телефону конструктивного ответа не получено.;;;09.07.2024;1;sravni.ru;20637;Виктория None;Полгода не отвечают на обращение;Повседневные финансы и платежи;positive
"Решил оформить дебетовую премиальную карту MIR SUPREME Аэрофлот бонус.

29.06.2024 Зашел на сайт Газпромбанка прошел все стадии оформления и выбрал доставку на 04.07.2024 При завершении оформления заявки в ответ не пришло никаких уведомлений ни в смс ни на электронную почту меня это смутило поэтому решил еще раз пройти процедуру оформления заново. В итоге оформил заявка раза четыре. 4.07.2024 Когда прошло время в которое карту должен был доставить курьер банка я зашел на сайт Газпромбанка и ввел свои данные, чтобы мне перезвонил сотрудник для оформления карты. Сотрудник перезвонил (04.07.2024 В 17.21 С номера +7 (967) 291-43-72). На вопрос где курьер с картой мне ответили, что очевидно произошел сбой и моя заявка не оформилась и предложили оформит повторно по телефону на что я согласился. В итоге оператор заверил меня, что он все оформил и что номер заявки придет мне в смс и карту должны доставить 08.07.2024 Г. Сегодня 6.07.24 И никаких смс так и не пришло. Звоню в банк на линию поддержки премиум (+7 (800) 719-19-11) 06.07.2024 Первый раз в 15.42 сотрудница поддержки сказала, что никаких заявок она не видит на оформление каких-либо карт и бросила трубку. Второй раз я позвонил на этот же номер премиальной поддержки в 15.49 Где мне начали морочить мозг. В итоге оказалось, что никаких заявок нет ни тех, что я оформлял на сайте ни тех, что оформлял сотрудник по телефону (в итоге оказалось, что сотрудник банка мне просто нагло \*\*\*\*\*, что оформил карту). В итоге попросил оформить жалобу потому-что терпеть эти издевательства больше нет никаких моральных сил. После оформления жалобы попросил мне отправить ее номер в виде смс сообщения на что сотрудник банка сказал, что к сожалению он не может этого сделать так как с моим номером какие-то проблемы хотя у меня обычный номер оператора Билайн и с сайта смс спокойно приходят когда оформляешь заявку на карту. В итоге сотрудник сказал, что смс придет в течении суток (это же какой абсурд) по итогу я понимаю, что никаких смс мне не придет и от этого заведения ждать каких-либо подвижек не стоит. Срок рассмотрения жалобы 15 дней + 10 дней могут быть добавлены и в итое 25 дней на рассмотрение жалобы (интересно с чего взяты такие сроки). Номер жалобы-обращения: 1828060

Напоминаю, что все это происходит с оформлением премиум карты и с премиум поддержкой. Никакой реакции и хотя бы минимальной заинтересованности решить проблему и предоставить клиенту банковский продукт. Даже страшно представить, что тогда происходит с не премиумом продуктами так наверное просто шлют на три буквы сразу. На всех ресурсах рейтинг у этого банка просто ниже некуда. Не думал, что смогу столкнуться с таким пофигизмом от банка. Интересно как люди вообще становятся клиентами данного банка (лично мне сказали, что помочь мне ничем не могут). Интересно прокоментируют ли сотрудники данного учереждение данную ситуацию хоть как-то вразумительно?";;;06.07.2024;1;sravni.ru;20638;Алексей None;Банк не в состоянии обслуживать новых клиентов;Повседневные финансы и платежи - Дебетовые карты;positive
Доброго или не особо времени суток, т к пришлось столкнуться с лютым «броском бэнка газа»: что операторов, что тех поддержки, а вернее их отстусвие, вы подумайте месяц пинали с 24 мая и закрывали обращение по сбою, он же крах их дистанционного онлайн бизнес дистанционки, НЕ работало и Не работает до сих пор все, НЕ отправить платеж, НИ выписки по счету нет! И решения даже с 3го обращения, удара в гонг нет, а звучит до сих пор так: «обращение с номером SD13159487 от 24.06.2024 Находится в работе у технических специалистов». Так что в какой век решил идти Газпромбанк, наверное, в каменный, т к сейчас с бумагой гонцы к ним ездят, учтите это никакое обслуживание для ЮР лиц. Не работают основные функции банка Карл. Это не смешно в ультрацифровом 2024.;;;05.07.2024;1;sravni.ru;20639;Алекс None;Лютейшее отсутствие айтишников, и как результат- крах дистанц обслуживания онлайн банка;Повседневные финансы и платежи - Дебетовые карты;neutral
"Работал со старшим менеджером Марией Х. в городе Казань. При расчете кредита, сотрудник сразу посчитал услугу «Выгодный платеж» и сразу услугу «Мультисервис интерктив плюс». По вопросу, что в сумму 323 840р входит только «Выгодный платеж», сотрудник ответил Да. Я решил оформить кредит на 4 года, далее сотрудник отправил документы на подпись в МП для подписания, где я увидел что «Выгодный платеж» 203 740р и ниже «Мультисервис Интерктив Плюс» на 12 месяцев 120 000р. Мне не объяснили, что это за услуга, я самостоятельно ознакомился с данной услугой и сказал что он мне не требуется. Далее сотрудник самостоятельно позвала начальника офиса Елену Ф. и они начали рассказывать, что этот Мультисервис является составляющей Выгодного платежа и что при отказе ставка увеличивается с 13 до 28% (приблизительно). Так же начальник офиса отметила, что данное предложение идет от банка Интерактив плюс и от нее нельзя отказаться. Далее начальник отделения начала писать сотруднику что-то в компьютере и менеджер ей отвечал. Делали они это на одном компьютере, цирк в общем. После этого начальник офиса сказал что я могу отказаться от Мультисервис Интерактив Плюс, но для начала нужно отказаться от заявки, которая была на тот момент и оформить новую и отметила, что скорее всего будет отказ. Уверен, что данные сотрудники что-то указали в заявке, так как после этого поступил отказ, а я являюсь клиентом банка с прохождением всех максимальных требований.

После этого я оставил обращение в колл-центре 4 июня. Рассмотрение в течение 30 дней, срок уже вышел и предлагают ждать ещё 14 дней. Ну бред же, клиентоориентированность — 0. Если что-то оформить так быстро за несколько минут вам сделаем, как какая-то проблема — банк сразу в курсы на месяц и более.

Ответ так и не дали в течение 30 дней. Банк делает ежедневно отписки, что до сих пор что-то там решает.

Сервис на дне, банк, который навязывает то, что не нужно. Если вы это прогляните при оформлении, будете платить.

Если вы хотите поучаствовать в этом цирке, становитесь клиентом Газпрома.";;;04.07.2024;1;sravni.ru;20640;Владимир Ковресьев;Банк, у которого получилось пробить дно. Причем двойное.;Повседневные финансы и платежи;positive
Не возвращают кэшбэк по карте Юнион пей, все условия выполнены, остаток на счету и по сей день выше минимального, кормят завтраками, каждый оператор придумывает новые причины. Денег до сих пор нет, и уже не особо вериться. Зеленый банк отдыхает на фоне этого. Стыд и позор. Моя семья держит в этом банке не малые суммы, было доверие, теперь нет (. Никому не советую ввязываться в эту авантюру, если карта не жизненно необходима и не готовы потерять 5000₽;;;03.07.2024;1;sravni.ru;20641;Дарья None;Не возвращают кэшбэк по карте Юнион пей;Повседневные финансы и платежи - Дебетовые карты;positive
"Опишу свой опыт взаимодействия с Газпромбанком. Являюсь добросовестным клиентом этого банка около трёх лет. 1 Июня 2024 года около 0.35 Я спал дома. По моему смартфону начали приходить ПУШ-уведомления, потом пришло СМС, которые меня разбудили. Взяв смартфон, я увидел, что в моём аккаунте Газпромбанка происходят операции зачисления и списания денежных средств, а прочитав смс от банка, я узнал, что моя карта ограничена из-за совершения подозрительных операций (скриншоты — приложения 1-3). Поскольку карта была уже заблокирована банком, я лёг дальше спать. В 2.43 Меня разбудил телефонный звонок с неизвестного мне номера, опасаясь мошенников, я на этот звонок не ответил (прил. 4). Утром, проснувшись, я стал разбираться с данной ситуацией. Начал звонить по всем известным мне телефонам в службу поддержки Газпромбанка, дозвониться не смог. Написал в службу поддержки через чат в интернет банке (с компьютера), сообщил о мошенничестве и попросил заблокировать мою банковскую карту, что и было сделано (прил. 7). Это единственное, что мне удалось сделать через чат поддержки.) В выходные, 1 и 2 июня я пытался дозвониться в службу поддержки, но ничего не получилось. Писал в чат — тоже внятного ответа мне дать не могут по поводу дальнейших действий. Меняются сотрудники, которые знакомятся с ситуацией, просят прислать скриншоты и после этого зависают, и так по кругу — три раза подряд.

3 Июня я дозвонился до поддержки банка, мне сказали, что мне необходимо обратиться в ближайшее отделение ГПБ, там мне всё объяснят.

4 Июня я обратился в офис ГПБ (пл. Свободы, 4), где подробно изложил все обстоятельства мошеннических действий с моим аккаунтом, написал обращение и попросил провести проверку по данному факту.

24 Июня я получил ПУШ — уведомление от ГПБ о том, что моё обращение рассмотрено (прил. 5). ГПБ сообщал, что я, якобы перешёл на фишинговый сайт и моими данными воспользовались мошенники для перевода денежных средств со счёта третьего лица, и предложил мне подать заявление для возврата денежных средств пострадавшему.

25 Июня я прибыл в офис ГПБ, где заявил о своём несогласии с результатами рассмотрения моего обращения и попросил провести дополнительную и полную, объективную проверку. Денежные средства, которые в ходе мошеннических операций были заблокированы на моей карте (850 рублей) я готов вернуть банку или пострадавшему после полной и объективной проверки, проведённой сотрудниками банка (прил. 6).

По моему мнению, сотрудники банка не предприняли должных мер к установлению мошенников, а всю вину и ответственность за эту ситуацию возложили на меня, своего клиента, причём без предоставления каких-либо подтверждающих фактов, мою просьбу предоставить письменный документ о результатах рассмотрения обращения также проигнорировали. Все необходимые меры предосторожности при работе с приложением и банковской картой, я соблюдал. Каким образом мошенники получили доступ к моему аккаунту в ГПБ, мне не известно. В конечном итоге я был вынужден обратиться в полицию с заявлением по данной ситуации. Более подробно ситуация изложена в прикреплённом приложении. Вообще, после этой ситуации серьёзные сомнения, стоит ли оставаться клиентом этого банка.";;;03.07.2024;1;sravni.ru;20642;Александр Степанов;Мой опыт взаимодействия с Газпромбанком;Повседневные финансы и платежи - Мобильный банк;positive
"В рамках акции «20% кэшбека за первую покупку в Сбермаркете» (в приложении вкладка Кредитная карта/Кэшбеки и бонусы) оплатил кредиткой заказ в Сбермаркете 21.06.2024.

На вопрос «где мой кэшбек?» В чате сначала 30.06.2024 — «Ждите до конца июня».

01.07.2024 В 07-42 мне ответили что «операция прошла по кредитной карте по которойпрограмма лояльности не предусмотрена». На это я им показал все ссылки, доказывающие что они не правы, программа лояльности по кредитке подключена.

В 09-05 следующий оператор отвечает ждите кэшбек до конца июня! (Т. Е. Ждите вчера) или обращайтесь организатору акции — к НСПК! Маразм.

Пересилил себя, позвонил в НСПК, там ответили что такой акции не было и попросили создать обращение в «Привет Мир»

В «Привет Мир» подтвердили что такой акции не было.

В 11-20 я снова обратился в Банк и сообщил им что в «НСПК» и «Привет Мир» такой акции не нашли. Оператор Банка мне ответил что «Привет это сервис по доступу в бизнес-залы. Акция за которую я ожидаю кэшбек является партнерской и в рамках контактного центра отсутствует информация».

В общем банк поставил «автобус» из некомптентных операторов у своих ворот, но отбиваются они как машина!

Кэшбек я так понимаю уже не получу";;;01.07.2024;1;sravni.ru;20643;Марат None;ГПБ не начисляет кэшбек;Повседневные финансы и платежи;positive
"Добрый день!

Газпромбанк — непорядочный банк!

Прежде чем оформлять там продукты банка, прочитайте отзывы об их продуктах, после каждого плохого отзыва идёт положительный, думаю они их и пишут, чтоб замвлить плохой.

07.03 Открыла дебетовую карту UnionPay, приехал курьер с + кредитной картой, которая уже оформлена (условия такие) уже \*\*\*\*\* о котором нигде на сайте не указано. На дебетовую карту акция если будешь поддерживать неснижаемый остаток более 50 тыс по карте в течении 3х мес вернём за выпуск карты. Поддерживаю остаток до 07.05., НО выплачивают вознаграждение в течении 20 раб дней после окончания 07.05 (До 28.06), Чтоб они ещё попокручивали мои деньги 1,5 месяца, колл-центр уверял, что вознаграждение будет получено до 28.06, НО 28.06 Вознаграждение не приходит и колл-центр заявляет, что составили обращение и ожидайте до 30 кал. Дней.

Не рекомендую, не советую, все закрою и никогда никому советовать не буду.

Напишу ещё обращение в ЦБ и во все органы, которые найду, потрачу время, но такое отношение к клиентам не допустимо!";;;01.07.2024;1;sravni.ru;20644;Анна None;Газпромбанк — непорядочный банк!;Повседневные финансы и платежи;negative
Обратился на выдачу карты по онлайну данные заполнил правельно назначен был день когда привезут карту в итоги за день позвонили и сказали чтоб подошёл в банк типо программа выдаёт не то что нужно рекомендую этот банк раз никто не может привезти такое у них обслуживание от слова «совсем» не обращаться больше к ним;;;28.06.2024;1;sravni.ru;20645;Рустам Айзятов;Несут брат что заполнел не правельно данные;Повседневные финансы и платежи - Дебетовые карты;positive
Привез курьер карту, карту активировать не получается, не приходит смс. В приложение зайти не даёт, горячая линия не берет трубку, чата поддержки нет. Полагаю, скоро будут названивать мошенники, поскольку паспортные данные курьер сфотографировал. Банк не советую, скорее даже отговариваю! Потеряете время и нервы;;;27.06.2024;1;sravni.ru;20646;Илья None;Банк (сборщик паспортных данных);Повседневные финансы и платежи - Мобильный банк;neutral
Стали списывать комиссию за уведомления, которые бесплатные. Причем с кредитного счета, хотя на зп карте деньги есть. Я зарплатный клиент Газпром. Никогда не списывали. Еще и просрочку по кредиту выдумали. Оставил заявку в поддержку, прошло 1,5 мес. Ни ответа ни привета.;;;27.06.2024;2;sravni.ru;20647;Николай Андреев;Газпромбанк;Повседневные финансы и платежи;positive
